game_num,runtime,num_players,discussion,name,agent,innocent,killer,killer,num_turns,banished,killed,escaped,num_killed,num_escaped,duplicate_search_rate,vote_rate_for_self,vote_rate_for_killer,witness_vote_rate_for_killer,non_witness_vote_rate_for_killer,
15,12.20373201,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,,,,,,
16,13.39677691,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,6,FALSE,TRUE,FALSE,,,0,,,,,
16,13.39677691,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,7,FALSE,TRUE,FALSE,,,0,1,0,,0,
16,13.39677691,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,7,FALSE,,,2,1,,1,1,,1,
16,13.39677691,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,FALSE,TRUE,,,0,,,,,
17,3.51029706,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
17,3.51029706,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,,1,0,,0,
17,3.51029706,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,1,TRUE,,,1,0,,1,1,,1,
17,3.51029706,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,,0,1,,1,
18,5.342460871,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,TRUE,FALSE,FALSE,,,,1,0,,0,
18,5.342460871,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,0,0,0,,0,
18,5.342460871,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,4,FALSE,,,2,0,,0,0,0,,
18,5.342460871,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,0,,,,,
19,12.09199786,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,6,FALSE,FALSE,TRUE,,,0,0,0,0,,
19,12.09199786,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,,,,,,
19,12.09199786,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,6,FALSE,,,1,1,,1,1,,1,
19,12.09199786,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,TRUE,FALSE,FALSE,,,0,1,0,,0,
20,3.599611998,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,,1,0,,0,
20,3.599611998,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
20,3.599611998,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,,0,1,,1,
20,3.599611998,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,1,TRUE,,,1,0,,1,1,,1,
1,16.62779784,4,TRUE,Tim,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,6,FALSE,,,0,3,,,,,,
1,16.62779784,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,5,FALSE,FALSE,TRUE,,,0,,,,,
1,16.62779784,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,6,FALSE,FALSE,TRUE,,,0,,,,,
1,16.62779784,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,4,FALSE,FALSE,TRUE,,,0.5,,,,,
2,70.11343098,4,TRUE,Bryce,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,2,TRUE,,,1,0,,1,1,1,,
2,70.11343098,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
2,70.11343098,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,FALSE,FALSE,FALSE,,,,1,0,0,,
2,70.11343098,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,FALSE,FALSE,FALSE,,,,0,1,,1,
3,25.85038114,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,TRUE,FALSE,FALSE,,,,1,0,,0,
3,25.85038114,4,TRUE,Bob,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,10,FALSE,,,2,0,,0,0,,0,
3,25.85038114,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,FALSE,TRUE,FALSE,,,0,,,,,
3,25.85038114,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,10,FALSE,TRUE,FALSE,,,0,0,0,,0,
4,11.39971709,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,TRUE,FALSE,FALSE,,,0,1,0,,0,
4,11.39971709,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,FALSE,TRUE,FALSE,,,,1,0,,0,
4,11.39971709,4,TRUE,Tim,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,2,FALSE,,,2,0,,0,0,0,,
4,11.39971709,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
5,17.76786399,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,4,FALSE,FALSE,FALSE,,,0,0,1,,1,
5,17.76786399,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,4,FALSE,TRUE,FALSE,,,0,,,,,
5,17.76786399,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,4,FALSE,FALSE,FALSE,,,0,0,1,,1,
5,17.76786399,4,TRUE,Regan,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,4,TRUE,,,1,0,,0,0,,0,
6,21.40996504,4,TRUE,Sally,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,8,FALSE,,,2,0,,0,0,,0,
6,21.40996504,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,TRUE,FALSE,FALSE,,,,1,0,,0,
6,21.40996504,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,FALSE,TRUE,FALSE,,,0,,,,,
6,21.40996504,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,8,FALSE,TRUE,FALSE,,,,0,0,,0,
7,17.97989798,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,4,FALSE,TRUE,FALSE,,,0,0,0,,0,
7,17.97989798,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,TRUE,FALSE,FALSE,,,0,1,0,,0,
7,17.97989798,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
7,17.97989798,4,TRUE,Bob,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,4,FALSE,,,2,0,,0,0,,0,
8,28.21684003,4,TRUE,Bob,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,11,FALSE,,,2,0,,0,0,,0,
8,28.21684003,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,TRUE,FALSE,FALSE,,,,1,0,,0,
8,28.21684003,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
8,28.21684003,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,11,FALSE,TRUE,FALSE,,,0.333333333,1,0,,0,
9,13.57668877,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,5,FALSE,FALSE,TRUE,,,,,,,,
9,13.57668877,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,6,FALSE,FALSE,TRUE,,,,,,,,
9,13.57668877,4,TRUE,Lena,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,6,FALSE,,,0,3,,,,,,
9,13.57668877,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,3,FALSE,FALSE,TRUE,,,0,,,,,
10,16.5522759,4,TRUE,Regan,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,6,FALSE,,,2,0,,0,0,,0,
10,16.5522759,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
10,16.5522759,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,TRUE,FALSE,FALSE,,,,1,0,,0,
10,16.5522759,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,6,FALSE,TRUE,FALSE,,,0,0,1,,1,
11,18.06942892,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,3,FALSE,TRUE,FALSE,,,,,,,,
11,18.06942892,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,3,TRUE,FALSE,FALSE,,,,0,1,,1,
11,18.06942892,4,TRUE,Bob,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,6,FALSE,,,2,0,,0,0,,0,
11,18.06942892,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,6,FALSE,TRUE,FALSE,,,0,0,0,,0,
12,13.00584388,4,TRUE,Sally,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,5,FALSE,,,2,0,,0,0,0,,
12,13.00584388,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,TRUE,FALSE,FALSE,,,,1,0,,0,
12,13.00584388,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,5,FALSE,TRUE,FALSE,,,,1,0,,0,
12,13.00584388,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
13,223.9510579,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,56,FALSE,TRUE,FALSE,,,0.882352941,0,0,0,,
13,223.9510579,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,9,FALSE,TRUE,FALSE,,,0,,,,,
13,223.9510579,4,TRUE,Bryce,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,56,FALSE,,,2,0,,1,1,,1,
13,223.9510579,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,9,TRUE,FALSE,FALSE,,,0.5,1,0,,0,
14,100.8723083,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
14,100.8723083,4,TRUE,Bob,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,18,FALSE,,,2,0,,0,0,,0,
14,100.8723083,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,18,FALSE,TRUE,FALSE,,,0.5,0,0,0,,
14,100.8723083,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,TRUE,FALSE,FALSE,,,,1,0,,0,
15,1284.384617,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
15,1284.384617,4,TRUE,Regan,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,3,FALSE,,,3,0,,0,0,0,,
15,1284.384617,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,2,FALSE,TRUE,FALSE,,,,1,0,,0,
15,1284.384617,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,3,FALSE,TRUE,FALSE,,,,0,1,,1,
16,2057.699433,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,17,FALSE,TRUE,FALSE,,,0,0,1,,1,
16,2057.699433,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,TRUE,FALSE,FALSE,,,,1,0,,0,
16,2057.699433,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
16,2057.699433,4,TRUE,Bryce,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,17,FALSE,,,2,0,,0,0,,0,
17,44.52054381,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,3,FALSE,TRUE,FALSE,,,0,,,,,
17,44.52054381,4,TRUE,Bob,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,13,FALSE,,,2,0,,0,0,,0,
17,44.52054381,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,13,FALSE,TRUE,FALSE,,,0,0,0,,0,
17,44.52054381,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,3,TRUE,FALSE,FALSE,,,0,1,0,,0,
18,180.8641841,4,TRUE,Bob,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,34,FALSE,,,2,0,,0,0,0,,
18,180.8641841,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
18,180.8641841,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,1,TRUE,FALSE,FALSE,,,,0,0,,0,
18,180.8641841,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,34,FALSE,TRUE,FALSE,,,0.777777778,0,0,,0,
19,257.990231,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,4,FALSE,TRUE,FALSE,,,,,,,,
19,257.990231,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,4,TRUE,FALSE,FALSE,,,,0,0,0,,
19,257.990231,4,TRUE,Tim,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,11,FALSE,,,2,0,,0,0,0,,
19,257.990231,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,11,FALSE,TRUE,FALSE,,,,0,0,,0,
20,12.97304392,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,3,FALSE,TRUE,FALSE,,,0,,,,,
20,12.97304392,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,3,TRUE,FALSE,FALSE,,,,1,0,0,,
20,12.97304392,4,TRUE,Tim,gpt3-chat,gpt3-ada,gpt3-chat,TRUE,4,FALSE,,,2,0,,0,0,,0,
20,12.97304392,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-chat,FALSE,4,FALSE,TRUE,FALSE,,,,0,0,,0,
1,11.46689916,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,5,TRUE,,,1,0,,1,1,1,,
1,11.46689916,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,5,FALSE,FALSE,FALSE,,,0.5,0,1,,1,
1,11.46689916,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,5,FALSE,FALSE,FALSE,,,0.5,1,0,,0,
1,11.46689916,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,0,,,,,
2,6.931133986,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
2,6.931133986,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,TRUE,FALSE,FALSE,,,,1,0,,0,
2,6.931133986,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,0,1,0,0,,
2,6.931133986,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,5,FALSE,,,2,0,,0,0,,0,
3,10.23677111,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,8,FALSE,TRUE,FALSE,,,0.333333333,0,0,,0,
3,10.23677111,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,TRUE,FALSE,FALSE,,,0,0,1,,1,
3,10.23677111,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,0,,,,,
3,10.23677111,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,8,FALSE,,,2,0,,0,0,,0,
4,19.46059608,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,12,FALSE,TRUE,FALSE,,,0,1,0,,0,
4,19.46059608,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,2,TRUE,FALSE,FALSE,,,0,1,0,,0,
4,19.46059608,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
4,19.46059608,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,12,FALSE,,,2,0,,0,0,,0,
5,12.18467927,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,TRUE,FALSE,FALSE,,,0,1,0,,0,
5,12.18467927,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,7,FALSE,,,2,0,,0,0,,0,
5,12.18467927,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,0.5,,,,,
5,12.18467927,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,7,FALSE,TRUE,FALSE,,,0,0,0,,0,
6,9.034112215,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,,,,,,
6,9.034112215,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,TRUE,FALSE,FALSE,,,0,1,0,,0,
6,9.034112215,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,4,FALSE,,,1,1,,0,0,0,,
6,9.034112215,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,FALSE,TRUE,,,0,,,,,
7,4.274116993,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,1,0,,0,
7,4.274116993,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,2,FALSE,,,2,0,,0,0,0,,
7,4.274116993,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,TRUE,FALSE,FALSE,,,,1,0,,0,
7,4.274116993,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
8,12.90390825,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,,,,,,
8,12.90390825,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,4,TRUE,,,1,0,,1,1,1,,
8,12.90390825,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,FALSE,FALSE,,,,0,1,1,,
8,12.90390825,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,FALSE,FALSE,,,,1,0,,0,
9,11.67714,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
9,11.67714,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,,0,0,,0,
9,11.67714,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,2,TRUE,FALSE,FALSE,,,,0,1,1,,
9,11.67714,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,5,FALSE,,,2,0,,0,0,,0,
10,8.80502224,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,FALSE,TRUE,,,0,0,0,,0,
10,8.80502224,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,4,FALSE,,,1,1,,1,1,,1,
10,8.80502224,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,0,,,,,
10,8.80502224,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,TRUE,FALSE,FALSE,,,0,1,0,,0,
11,7.775658131,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,2,TRUE,FALSE,FALSE,,,,1,0,,0,
11,7.775658131,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,5,FALSE,,,2,0,,0,0,0,,
11,7.775658131,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,0,0,1,,1,
11,7.775658131,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
12,6.144004107,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
12,6.144004107,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,2,TRUE,FALSE,FALSE,,,0,1,0,,0,
12,6.144004107,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,3,FALSE,,,2,0,,0,0,,0,
12,6.144004107,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,,1,0,,0,
13,7.473680973,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,FALSE,TRUE,,,,,,,,
13,7.473680973,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,FALSE,TRUE,,,0,,,,,
13,7.473680973,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,4,FALSE,,,0,3,,,,,,
13,7.473680973,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,FALSE,TRUE,,,0,,,,,
14,9.770457983,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,0,0,1,,1,
14,9.770457983,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,TRUE,FALSE,FALSE,,,0,0.5,0,,0,
14,9.770457983,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,,,,,,
14,9.770457983,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,4,FALSE,,,2,0,,0,0,,0,
15,7.879147053,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,3,TRUE,,,1,0,,1,1,,1,
15,7.879147053,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,0,,,,,
15,7.879147053,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,,0,0,,0,
15,7.879147053,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,,0,1,,1,
16,7.176118851,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,,,,,,
16,7.176118851,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,3,TRUE,,,1,0,,1,1,1,,
16,7.176118851,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,0,0,1,,1,
16,7.176118851,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,,0,1,,1,
17,3.760462999,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,0,0,1,,1,
17,3.760462999,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,1,TRUE,,,1,0,,0,0,0,,
17,3.760462999,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
17,3.760462999,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,,0,1,,1,
18,9.710716724,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,FALSE,TRUE,,,0,,,,,
18,9.710716724,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,6,FALSE,FALSE,TRUE,,,0,,,,,
18,9.710716724,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,6,FALSE,,,0,3,,,,,,
18,9.710716724,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,5,FALSE,FALSE,TRUE,,,0.666666667,,,,,
19,7.681296825,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,4,FALSE,,,2,0,,1,1,,1,
19,7.681296825,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,0,,,,,
19,7.681296825,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,TRUE,FALSE,FALSE,,,,1,0,,0,
19,7.681296825,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,,0,0,,0,
20,9.522589922,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,TRUE,FALSE,FALSE,,,,1,0,,0,
20,9.522589922,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,0,0,1,,1,
20,9.522589922,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,5,FALSE,,,2,0,,0,0,0,,
20,9.522589922,4,TRUE,Tim,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,,,,,,
21,12.07161236,4,TRUE,Bryce,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,TRUE,FALSE,FALSE,,,,1,0,,0,
21,12.07161236,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,0,,,,,
21,12.07161236,4,TRUE,Sally,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,9,FALSE,TRUE,FALSE,,,0.5,0,0,,0,
21,12.07161236,4,TRUE,Regan,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,9,FALSE,,,2,0,,1,1,,1,
22,19.49275994,4,TRUE,Lena,gpt3-ada,gpt3-ada,gpt3-ada,TRUE,10,TRUE,,,2,0,,1,1,1,1,
22,19.49275994,4,TRUE,Bob,gpt3-ada,gpt3-ada,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
